motor_id,motor_sinifi,verim_sinifi,motor_T_nom,motor_T_max,motor_n_max,motor_P_nom,T_cont,T_peak,t_cycle,t_peak,n_nom_ihtiyac,n_max_ihtiyac,T_amb,SF,T_rms_guvenlikli,P_ihtiyac_kW,uygunluk_skoru,verim_kod,sinif_kod
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,34.32,57.86,5.42,1.74,658.0,2150.0,30.8,1.5,64.97,2.99,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,34.32,57.86,5.42,1.74,658.0,2150.0,30.8,1.5,64.97,2.99,57.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,34.32,57.86,5.42,1.74,658.0,2150.0,30.8,1.5,64.97,2.99,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,46.97,106.51,4.67,1.5,1185.0,1749.0,19.8,1.25,89.61,8.89,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,46.97,106.51,4.67,1.5,1185.0,1749.0,19.8,1.25,89.61,8.89,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,46.97,106.51,4.67,1.5,1185.0,1749.0,19.8,1.25,89.61,8.89,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,46.97,106.51,4.67,1.5,1185.0,1749.0,19.8,1.25,89.61,8.89,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,46.97,106.51,4.67,1.5,1185.0,1749.0,19.8,1.25,89.61,8.89,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,46.97,106.51,4.67,1.5,1185.0,1749.0,19.8,1.25,89.61,8.89,60.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,46.97,106.51,4.67,1.5,1185.0,1749.0,19.8,1.25,89.61,8.89,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,4.48,8.31,10.8,2.84,3650.0,4132.0,20.8,1.5,8.62,2.2,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,4.48,8.31,10.8,2.84,3650.0,4132.0,20.8,1.5,8.62,2.2,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,4.48,8.31,10.8,2.84,3650.0,4132.0,20.8,1.5,8.62,2.2,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,4.48,8.31,10.8,2.84,3650.0,4132.0,20.8,1.5,8.62,2.2,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,4.48,8.31,10.8,2.84,3650.0,4132.0,20.8,1.5,8.62,2.2,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,4.48,8.31,10.8,2.84,3650.0,4132.0,20.8,1.5,8.62,2.2,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,4.48,8.31,10.8,2.84,3650.0,4132.0,20.8,1.5,8.62,2.2,50.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,7.37,10.53,9.63,3.54,2907.0,5917.0,20.6,1.25,10.83,2.64,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,7.37,10.53,9.63,3.54,2907.0,5917.0,20.6,1.25,10.83,2.64,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,7.37,10.53,9.63,3.54,2907.0,5917.0,20.6,1.25,10.83,2.64,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,7.37,10.53,9.63,3.54,2907.0,5917.0,20.6,1.25,10.83,2.64,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,7.37,10.53,9.63,3.54,2907.0,5917.0,20.6,1.25,10.83,2.64,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,7.37,10.53,9.63,3.54,2907.0,5917.0,20.6,1.25,10.83,2.64,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,7.37,10.53,9.63,3.54,2907.0,5917.0,20.6,1.25,10.83,2.64,77.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,3.5,5.44,4.22,1.49,1740.0,3323.0,35.5,1.25,5.36,0.78,50.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,3.5,5.44,4.22,1.49,1740.0,3323.0,35.5,1.25,5.36,0.78,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,3.5,5.44,4.22,1.49,1740.0,3323.0,35.5,1.25,5.36,0.78,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,3.5,5.44,4.22,1.49,1740.0,3323.0,35.5,1.25,5.36,0.78,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,3.5,5.44,4.22,1.49,1740.0,3323.0,35.5,1.25,5.36,0.78,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,3.5,5.44,4.22,1.49,1740.0,3323.0,35.5,1.25,5.36,0.78,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,3.5,5.44,4.22,1.49,1740.0,3323.0,35.5,1.25,5.36,0.78,35.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,41.21,57.88,12.68,3.49,1015.0,2292.0,32.1,1.25,58.0,4.93,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,41.21,57.88,12.68,3.49,1015.0,2292.0,32.1,1.25,58.0,4.93,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,41.21,57.88,12.68,3.49,1015.0,2292.0,32.1,1.25,58.0,4.93,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,41.21,57.88,12.68,3.49,1015.0,2292.0,32.1,1.25,58.0,4.93,77.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,41.21,57.88,12.68,3.49,1015.0,2292.0,32.1,1.25,58.0,4.93,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,41.21,57.88,12.68,3.49,1015.0,2292.0,32.1,1.25,58.0,4.93,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,41.21,57.88,12.68,3.49,1015.0,2292.0,32.1,1.25,58.0,4.93,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,2.09,4.34,7.12,2.19,2142.0,3961.0,37.7,1.5,4.46,0.67,42.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,2.09,4.34,7.12,2.19,2142.0,3961.0,37.7,1.5,4.46,0.67,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,2.09,4.34,7.12,2.19,2142.0,3961.0,37.7,1.5,4.46,0.67,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,2.09,4.34,7.12,2.19,2142.0,3961.0,37.7,1.5,4.46,0.67,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,2.09,4.34,7.12,2.19,2142.0,3961.0,37.7,1.5,4.46,0.67,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,2.09,4.34,7.12,2.19,2142.0,3961.0,37.7,1.5,4.46,0.67,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,2.09,4.34,7.12,2.19,2142.0,3961.0,37.7,1.5,4.46,0.67,35.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,8.01,12.77,5.12,1.32,713.0,1752.0,21.6,1.25,11.83,0.71,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,8.01,12.77,5.12,1.32,713.0,1752.0,21.6,1.25,11.83,0.71,28.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,8.01,12.77,5.12,1.32,713.0,1752.0,21.6,1.25,11.83,0.71,28.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,8.01,12.77,5.12,1.32,713.0,1752.0,21.6,1.25,11.83,0.71,35.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,8.01,12.77,5.12,1.32,713.0,1752.0,21.6,1.25,11.83,0.71,28.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,8.01,12.77,5.12,1.32,713.0,1752.0,21.6,1.25,11.83,0.71,35.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,8.01,12.77,5.12,1.32,713.0,1752.0,21.6,1.25,11.83,0.71,60.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,5.23,9.37,4.88,2.01,4231.0,4403.0,24.2,1.5,10.84,3.2,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,5.23,9.37,4.88,2.01,4231.0,4403.0,24.2,1.5,10.84,3.2,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,5.23,9.37,4.88,2.01,4231.0,4403.0,24.2,1.5,10.84,3.2,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,5.23,9.37,4.88,2.01,4231.0,4403.0,24.2,1.5,10.84,3.2,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,5.23,9.37,4.88,2.01,4231.0,4403.0,24.2,1.5,10.84,3.2,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,5.23,9.37,4.88,2.01,4231.0,4403.0,24.2,1.5,10.84,3.2,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,5.23,9.37,4.88,2.01,4231.0,4403.0,24.2,1.5,10.84,3.2,70.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,46.33,69.73,12.99,2.29,1121.0,2755.0,27.8,1.25,64.04,6.01,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,46.33,69.73,12.99,2.29,1121.0,2755.0,27.8,1.25,64.04,6.01,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,46.33,69.73,12.99,2.29,1121.0,2755.0,27.8,1.25,64.04,6.01,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,46.33,69.73,12.99,2.29,1121.0,2755.0,27.8,1.25,64.04,6.01,87.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,46.33,69.73,12.99,2.29,1121.0,2755.0,27.8,1.25,64.04,6.01,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,46.33,69.73,12.99,2.29,1121.0,2755.0,27.8,1.25,64.04,6.01,67.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,46.33,69.73,12.99,2.29,1121.0,2755.0,27.8,1.25,64.04,6.01,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,13.88,29.9,6.26,3.67,744.0,2494.0,27.2,1.25,30.71,1.91,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,13.88,29.9,6.26,3.67,744.0,2494.0,27.2,1.25,30.71,1.91,80.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,13.88,29.9,6.26,3.67,744.0,2494.0,27.2,1.25,30.71,1.91,60.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,13.88,29.9,6.26,3.67,744.0,2494.0,27.2,1.25,30.71,1.91,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,13.88,29.9,6.26,3.67,744.0,2494.0,27.2,1.25,30.71,1.91,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,13.88,29.9,6.26,3.67,744.0,2494.0,27.2,1.25,30.71,1.91,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,13.88,29.9,6.26,3.67,744.0,2494.0,27.2,1.25,30.71,1.91,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,2.62,6.34,4.96,2.0,1729.0,4603.0,23.5,1.5,6.76,0.82,77.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,2.62,6.34,4.96,2.0,1729.0,4603.0,23.5,1.5,6.76,0.82,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,2.62,6.34,4.96,2.0,1729.0,4603.0,23.5,1.5,6.76,0.82,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,2.62,6.34,4.96,2.0,1729.0,4603.0,23.5,1.5,6.76,0.82,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,2.62,6.34,4.96,2.0,1729.0,4603.0,23.5,1.5,6.76,0.82,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,2.62,6.34,4.96,2.0,1729.0,4603.0,23.5,1.5,6.76,0.82,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,2.62,6.34,4.96,2.0,1729.0,4603.0,23.5,1.5,6.76,0.82,35.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,11.25,25.56,14.89,2.61,788.0,2420.0,32.5,1.25,18.5,1.22,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,11.25,25.56,14.89,2.61,788.0,2420.0,32.5,1.25,18.5,1.22,45.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,11.25,25.56,14.89,2.61,788.0,2420.0,32.5,1.25,18.5,1.22,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,11.25,25.56,14.89,2.61,788.0,2420.0,32.5,1.25,18.5,1.22,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,11.25,25.56,14.89,2.61,788.0,2420.0,32.5,1.25,18.5,1.22,70.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,11.25,25.56,14.89,2.61,788.0,2420.0,32.5,1.25,18.5,1.22,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,11.25,25.56,14.89,2.61,788.0,2420.0,32.5,1.25,18.5,1.22,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,18.09,43.7,8.53,2.44,1251.0,2803.0,17.9,1.25,34.9,3.66,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,18.09,43.7,8.53,2.44,1251.0,2803.0,17.9,1.25,34.9,3.66,70.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,18.09,43.7,8.53,2.44,1251.0,2803.0,17.9,1.25,34.9,3.66,60.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,18.09,43.7,8.53,2.44,1251.0,2803.0,17.9,1.25,34.9,3.66,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,18.09,43.7,8.53,2.44,1251.0,2803.0,17.9,1.25,34.9,3.66,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,18.09,43.7,8.53,2.44,1251.0,2803.0,17.9,1.25,34.9,3.66,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,18.09,43.7,8.53,2.44,1251.0,2803.0,17.9,1.25,34.9,3.66,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,13.22,28.63,8.17,4.62,623.0,2555.0,34.0,1.25,29.02,1.51,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,13.22,28.63,8.17,4.62,623.0,2555.0,34.0,1.25,29.02,1.51,80.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,13.22,28.63,8.17,4.62,623.0,2555.0,34.0,1.25,29.02,1.51,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,13.22,28.63,8.17,4.62,623.0,2555.0,34.0,1.25,29.02,1.51,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,13.22,28.63,8.17,4.62,623.0,2555.0,34.0,1.25,29.02,1.51,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,13.22,28.63,8.17,4.62,623.0,2555.0,34.0,1.25,29.02,1.51,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,13.22,28.63,8.17,4.62,623.0,2555.0,34.0,1.25,29.02,1.51,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,10.11,16.0,13.08,1.93,1093.0,2726.0,22.3,1.5,16.77,1.28,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,10.11,16.0,13.08,1.93,1093.0,2726.0,22.3,1.5,16.77,1.28,45.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,10.11,16.0,13.08,1.93,1093.0,2726.0,22.3,1.5,16.77,1.28,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,10.11,16.0,13.08,1.93,1093.0,2726.0,22.3,1.5,16.77,1.28,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,10.11,16.0,13.08,1.93,1093.0,2726.0,22.3,1.5,16.77,1.28,80.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,10.11,16.0,13.08,1.93,1093.0,2726.0,22.3,1.5,16.77,1.28,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,10.11,16.0,13.08,1.93,1093.0,2726.0,22.3,1.5,16.77,1.28,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,12.75,30.33,8.97,4.13,1085.0,2229.0,25.1,1.25,28.26,2.57,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,12.75,30.33,8.97,4.13,1085.0,2229.0,25.1,1.25,28.26,2.57,70.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,12.75,30.33,8.97,4.13,1085.0,2229.0,25.1,1.25,28.26,2.57,35.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,12.75,30.33,8.97,4.13,1085.0,2229.0,25.1,1.25,28.26,2.57,42.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,12.75,30.33,8.97,4.13,1085.0,2229.0,25.1,1.25,28.26,2.57,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,12.75,30.33,8.97,4.13,1085.0,2229.0,25.1,1.25,28.26,2.57,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,12.75,30.33,8.97,4.13,1085.0,2229.0,25.1,1.25,28.26,2.57,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,3.65,5.04,8.31,3.12,1578.0,4466.0,24.9,1.25,5.28,0.7,57.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,3.65,5.04,8.31,3.12,1578.0,4466.0,24.9,1.25,5.28,0.7,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,3.65,5.04,8.31,3.12,1578.0,4466.0,24.9,1.25,5.28,0.7,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,3.65,5.04,8.31,3.12,1578.0,4466.0,24.9,1.25,5.28,0.7,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,3.65,5.04,8.31,3.12,1578.0,4466.0,24.9,1.25,5.28,0.7,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,3.65,5.04,8.31,3.12,1578.0,4466.0,24.9,1.25,5.28,0.7,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,3.65,5.04,8.31,3.12,1578.0,4466.0,24.9,1.25,5.28,0.7,35.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,24.8,58.38,11.63,1.83,982.0,2501.0,28.2,1.25,40.61,3.34,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,24.8,58.38,11.63,1.83,982.0,2501.0,28.2,1.25,40.61,3.34,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,24.8,58.38,11.63,1.83,982.0,2501.0,28.2,1.25,40.61,3.34,80.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,24.8,58.38,11.63,1.83,982.0,2501.0,28.2,1.25,40.61,3.34,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,24.8,58.38,11.63,1.83,982.0,2501.0,28.2,1.25,40.61,3.34,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,24.8,58.38,11.63,1.83,982.0,2501.0,28.2,1.25,40.61,3.34,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,24.8,58.38,11.63,1.83,982.0,2501.0,28.2,1.25,40.61,3.34,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,8.95,13.17,11.78,4.89,748.0,2464.0,26.4,1.5,16.35,0.85,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,8.95,13.17,11.78,4.89,748.0,2464.0,26.4,1.5,16.35,0.85,45.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,8.95,13.17,11.78,4.89,748.0,2464.0,26.4,1.5,16.35,0.85,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,8.95,13.17,11.78,4.89,748.0,2464.0,26.4,1.5,16.35,0.85,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,8.95,13.17,11.78,4.89,748.0,2464.0,26.4,1.5,16.35,0.85,80.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,8.95,13.17,11.78,4.89,748.0,2464.0,26.4,1.5,16.35,0.85,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,8.95,13.17,11.78,4.89,748.0,2464.0,26.4,1.5,16.35,0.85,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,11.73,21.68,9.9,2.87,1069.0,2178.0,27.4,1.25,19.12,1.71,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,11.73,21.68,9.9,2.87,1069.0,2178.0,27.4,1.25,19.12,1.71,35.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,11.73,21.68,9.9,2.87,1069.0,2178.0,27.4,1.25,19.12,1.71,35.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,11.73,21.68,9.9,2.87,1069.0,2178.0,27.4,1.25,19.12,1.71,42.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,11.73,21.68,9.9,2.87,1069.0,2178.0,27.4,1.25,19.12,1.71,60.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,11.73,21.68,9.9,2.87,1069.0,2178.0,27.4,1.25,19.12,1.71,42.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,11.73,21.68,9.9,2.87,1069.0,2178.0,27.4,1.25,19.12,1.71,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,9.5,19.18,12.49,1.06,1038.0,2467.0,28.8,1.25,13.34,1.16,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,9.5,19.18,12.49,1.06,1038.0,2467.0,28.8,1.25,13.34,1.16,45.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,9.5,19.18,12.49,1.06,1038.0,2467.0,28.8,1.25,13.34,1.16,45.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,9.5,19.18,12.49,1.06,1038.0,2467.0,28.8,1.25,13.34,1.16,52.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,9.5,19.18,12.49,1.06,1038.0,2467.0,28.8,1.25,13.34,1.16,60.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,9.5,19.18,12.49,1.06,1038.0,2467.0,28.8,1.25,13.34,1.16,52.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,9.5,19.18,12.49,1.06,1038.0,2467.0,28.8,1.25,13.34,1.16,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,43.3,78.31,7.77,1.83,815.0,2330.0,36.0,1.25,67.07,4.58,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,43.3,78.31,7.77,1.83,815.0,2330.0,36.0,1.25,67.07,4.58,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,43.3,78.31,7.77,1.83,815.0,2330.0,36.0,1.25,67.07,4.58,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,43.3,78.31,7.77,1.83,815.0,2330.0,36.0,1.25,67.07,4.58,77.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,43.3,78.31,7.77,1.83,815.0,2330.0,36.0,1.25,67.07,4.58,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,43.3,78.31,7.77,1.83,815.0,2330.0,36.0,1.25,67.07,4.58,67.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,43.3,78.31,7.77,1.83,815.0,2330.0,36.0,1.25,67.07,4.58,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,26.38,63.8,4.2,2.33,1038.0,2440.0,36.2,1.5,75.97,5.5,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,26.38,63.8,4.2,2.33,1038.0,2440.0,36.2,1.5,75.97,5.5,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,26.38,63.8,4.2,2.33,1038.0,2440.0,36.2,1.5,75.97,5.5,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,26.38,63.8,4.2,2.33,1038.0,2440.0,36.2,1.5,75.97,5.5,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,26.38,63.8,4.2,2.33,1038.0,2440.0,36.2,1.5,75.97,5.5,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,26.38,63.8,4.2,2.33,1038.0,2440.0,36.2,1.5,75.97,5.5,87.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,26.38,63.8,4.2,2.33,1038.0,2440.0,36.2,1.5,75.97,5.5,0.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,6.33,8.81,8.12,1.27,2058.0,7026.0,35.9,1.5,10.16,1.46,0.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,6.33,8.81,8.12,1.27,2058.0,7026.0,35.9,1.5,10.16,1.46,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,6.33,8.81,8.12,1.27,2058.0,7026.0,35.9,1.5,10.16,1.46,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,6.33,8.81,8.12,1.27,2058.0,7026.0,35.9,1.5,10.16,1.46,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,6.33,8.81,8.12,1.27,2058.0,7026.0,35.9,1.5,10.16,1.46,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,6.33,8.81,8.12,1.27,2058.0,7026.0,35.9,1.5,10.16,1.46,0.0,4,0
motor_007,servo,IE4,12.0,36.0,8000,5.0,6.33,8.81,8.12,1.27,2058.0,7026.0,35.9,1.5,10.16,1.46,87.0,4,1
motor_001,servo,IE4,8.0,24.0,6000,2.5,2.24,5.16,5.82,1.46,1748.0,3841.0,20.2,1.5,4.85,0.59,42.0,4,1
motor_002,asenkron,IE3,35.0,84.0,3000,5.5,2.24,5.16,5.82,1.46,1748.0,3841.0,20.2,1.5,4.85,0.59,0.0,3,0
motor_003,asenkron,IE3,49.0,118.0,3000,7.5,2.24,5.16,5.82,1.46,1748.0,3841.0,20.2,1.5,4.85,0.59,0.0,3,0
motor_004,asenkron,IE4,72.0,173.0,3000,11.0,2.24,5.16,5.82,1.46,1748.0,3841.0,20.2,1.5,4.85,0.59,0.0,4,0
motor_005,asenkron,IE3,19.5,46.8,3000,3.0,2.24,5.16,5.82,1.46,1748.0,3841.0,20.2,1.5,4.85,0.59,0.0,3,0
motor_006,asenkron,IE4,98.0,235.0,3000,15.0,2.24,5.16,5.82,1.46,1748.0,3841.0,20.2,1.5,4.85,0.59,0.0,4,0
